,attr_conc.mean,attr_ent.mean,attr_to_inst,can_cor.mean,cat_to_num,ch,class_conc.mean,class_ent,cor.mean,cov.mean,eigenvalues.mean,eq_num_attr,freq_class.mean,g_mean.mean,gravity,h_mean.mean,inst_to_attr,int,iq_range.mean,joint_ent.mean,kurtosis.mean,lh_trace,mad.mean,max.mean,mean.mean,median.mean,min.mean,mut_inf.mean,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,num_to_cat,p_trace,pb,range.mean,roy_root,sc,sd.mean,sd_ratio,sil,skewness.mean,sparsity.mean,t_mean.mean,var.mean,vdb,vdu,w_lambda
Higgs_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.011542991190082735,3.584950230558807,0.012,0.30608423599588164,0.0,2.65806833133725,0.001388024746665847,1.0,0.08309752764096356,0.03110143921493743,0.5895452424372298,89.4560851218481,0.5,,0.2741461940091239,,83.33333333333333,5.220042930285759,0.9664684124290943,4.573771561174405,7.247554748649019,0.10337225369663867,0.7108207157287904,3.6755249947309494,0.542347896184363,0.48838064447227225,-0.8302281209422896,0.0111786693844013,24,0,0,2,0.025362318840579712,1,2000,0.0,24,14,0.6931471805599453,319.6956129824576,,0.09368755952518257,-0.0022786256731387143,4.505753115673239,0.10337225369663867,0,0.7085214825196747,1.024866537666445,0.0009065367454468821,1.399890986379176,6.0840589097171394e-05,0.498320163979496,0.5895452424372299,26.94882177769644,8.921901499097553e-08,0.9063124404748174
ar4,0.26139235149274004,1.8470487646493126,0.27102803738317754,0.7201692672364509,0.0,23.820337575376044,0.05528030758571102,0.6949749673676273,0.5368821252930691,370222.3068153743,53755738.56523402,5.942316113450117,0.5,135.33293916590065,43347.42984025096,32.405161953164345,3.689655172413793,48029.05440734858,394.51597586206896,2.4250701815663693,17.093036118427904,1.0774635184688848,221.79372639827585,12769.056661034485,594.8054013132773,172.383123,4.086141075862069,0.1169535504505707,29,0,0,2,0.5615763546798029,1,107,1.0,29,29,0.48171993919061085,14.793011477919604,,0.5186437734718866,-0.321360654157211,12764.970519958619,1.0774635184688848,0,1490.807531866482,2.75118201078063,0.562812026801542,3.2638718048034217,0.030492073631717218,209.81371483342176,53755738.56523406,1.3318730547114064,9.871625922450477e-08,0.48135622652811344
vehicle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.11754925740400153,3.0929297541798166,0.02127659574468085,0.6738147443927072,0.0,72.72285864100289,0.0452609441350749,1.999066765534363,0.40705653491911936,278.44615465072445,2025.5889786487994,7.738272393698158,0.25,113.83867084854721,159.43085579722043,111.36287191706428,47.0,228.96152722136912,34.56944444444444,4.833661498170825,5.0964765381202675,4.621441494534745,21.168233333333333,198.88888888888889,117.63494877856581,111.55555555555556,78.38888888888889,0.258335021543355,18,0,0,4,0.39215686274509803,3,846,0.0,18,8,1.385647492281233,10.972553065789985,,1.5095704826426992,-0.11515779532979202,120.5,2.435826672164416,0,22.770839172096302,,-0.08559741374526961,1.0378871009079125,0.024529774191604656,114.9032152230971,2025.5889786487985,12.629753297704626,2.0563294113075271e-07,0.08339995989730416
CastMetal1,0.18612792168038872,2.4309614048392394,0.11314984709480122,0.49673584698471485,0.0,2.5956501330614894,0.010172463110790246,0.5531453183526465,0.5297075107427932,2795222.7475838503,697131430.7342652,15.670862429771244,0.5,318.8639391949125,42662.64807135508,89.5977839953547,8.837837837837839,101048.48137751913,866.3937837837836,2.9488090284522652,22.110764538020568,0.32757431891099487,345.35844681081085,60873.54432432433,1462.387446069923,299.532972972973,7.032432432432432,0.035297694739620085,37,0,0,2,0.5645645645645646,1,327,0.0,37,34,0.3834111178560703,67.87025973712085,,0.24674650167962203,-0.05761033621283046,60866.5118918919,0.32757431891099487,0,4655.669055917608,,0.303779817364224,3.5416377356283895,0.018793773506390325,397.4580820414323,697131430.7342658,3.5124782421456393,1.1461111459341687e-09,0.7532534983203779
qsar-biodeg_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.0638082797446018,1.9212987443485579,0.03886255924170616,0.704182247253049,0.0,24.874406710627813,0.02372439863394536,0.9223486063040568,0.1653857250051487,0.47139390861138103,7.936983689426908,13.698431907517781,0.5,,5.792884988618991,,25.73170731707317,21.7844360962129,1.467558536585366,2.7763149280416832,44.40592861158518,0.9836257146133867,0.6465510117073169,16.562963414634147,2.683521574384464,2.2048853658536585,0.3683878048780488,0.06733242261093157,41,3,0,2,0.05975609756097561,1,1055,0.0,41,41,0.6393233359530519,27.534525713569536,,0.49587263734635423,0.02785422899918559,16.194575609756097,0.9836257146133867,0,1.5943960155554693,,0.006006430372593379,3.7878442281591074,0.10363270828272975,2.359163279774978,7.936983689426899,5.077924011291939,7.843887396952588e-11,0.5041273626536458
kc1_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.2588311844645623,2.625363670871356,0.0105,0.4690860179357727,0.0,149.58410338032667,0.024848699512888303,0.6209879183522203,0.7197665789330553,148331.46656338338,14893415.220622838,6.842548702793278,0.5,0.7653395632795356,12910.551027390475,0.46676672837110267,95.23809523809524,17101.58491374239,136.0805952380952,3.155597698338047,32.0485453215134,0.28211981336534164,23.379189999999998,16869.353333333333,286.22378714285725,17.240000000000002,0.23809523809523808,0.09075389088552918,21,0,0,2,0.7952380952380953,1,2000,0.0,21,21,0.43043602476763104,27.92838692924816,,0.22004169222284006,-0.20229605311615892,16869.115238095237,0.28211981336534164,0,925.9798409536522,1.135215162895852,0.5314400304946681,4.220963022657597,0.018794065140442198,42.63340436507937,14893415.220622841,1.8133894362990044,0.0,0.7799583077771599
balance-scale,-6.250002346150688e-08,2.3219280948873626,0.0064,0.4239273511970773,0.0,63.395442099716654,0.04375591335433088,1.318116246441582,0.0,0.0,2.003205128205128,9.738297352507818,0.3333333333333333,2.6051710846973517,1.2190676701606842,2.1897810218978107,156.25,3.939138614103479,2.0,3.5046904700382777,-1.3054356480000002,2.0934748087709347,1.4826,5.0,3.0,3.0,1.0,0.13535387129066656,4,0,0,3,0.0,2,625,0.0,4,0,0.9136485598712407,16.154500811440574,,0.6773099773242615,-0.27881216217276883,4.0,2.092836646677763,0,1.4153462926807447,1.3063253678127449,0.08883079139216243,0.0,0.1987179487179487,3.0,2.003205128205128,4.218747293065079,1.5070408950617283e-06,0.32312157383787005
Higgs_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.00812254449900774,3.5849491452436566,0.012,0.3311062299824522,0.0,4.19479513087782,0.001338070485118514,1.0,0.08426986126877489,0.030716380232867057,0.5905552291489876,92.7097098156929,0.5,,0.3445557397941149,,83.33333333333333,5.2241302792413595,0.960459707925717,4.574162788539618,7.698772724784763,0.12313027165982382,0.704201746021217,3.6872776597738266,0.5447418856529691,0.4907499311423938,-0.8256947873160243,0.010786356704038899,24,0,0,2,0.03260869565217391,1,2000,0.0,24,15,0.6931471805599453,331.3595949595557,,0.10963133553319253,-0.004321501577602588,4.512972447089851,0.12313027165982382,0,0.712844720689005,1.0255821902690057,0.0017723515693680518,1.4769620653540094,5.942425612365877e-05,0.49961013036400054,0.5905552291489878,21.43149679171193,1.1591711292168755e-07,0.8903686644668075
shuttle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.06802442762181679,2.906371307124624,0.0045,0.3492907464146532,0.0,15.013608461657853,0.055422391191586685,0.9574067222438781,0.19546337736923963,87.59460592796397,4664.129615557786,3.519868355819068,0.2,,142.16879378276147,,222.22222222222223,139.07594010601048,11.444444444444445,3.5917773107447246,287.3595714266669,6.808045400445151,6.918799999999999,1011.5555555555555,30.397055555555553,28.22222222222222,-448.1111111111111,0.2720007186237768,9,0,0,5,0.16666666666666666,4,2000,0.0,9,9,0.6636237701724828,9.685160398949643,,0.9578662675614205,-0.1090220352896676,1459.6666666666667,6.7167665104613485,2,35.66280419406912,,0.2383603746829316,0.6870046107002735,0.019872472581392055,28.50388888888889,4664.1296155577775,1.9036717592860537,8.96457562108216e-10,0.11851291748318357
FOREX_eurcad-day-High,0.4160070077180705,3.5849558620912103,0.0059978189749182115,0.49936901639059705,0.0,3.0666323710592254,0.0006373250967361366,0.9997803820287027,0.6885765780306816,75993871.14450288,765186442.0348077,196.81125638195877,0.5,1.0369098692483603,7500.023000102085,1.0350077632115668,166.72727272727272,90528.4541483495,10715.766129545458,4.579656349806914,0.886181664611483,0.3322132342570018,7977.670544021184,102935.41653727273,28961.850958737483,27720.68295,0.8848890909090908,0.005079894312997995,11,0,0,2,0.6727272727272727,1,1834,0.0,11,2,0.6929949529823403,704.714654912866,,0.24936941453091238,-0.00044060467496542425,102934.53164818183,0.3322132342570018,0,11842.986034055486,,0.0010796635670514755,0.05148928748937234,1.4169471597470352e-05,27786.86410450091,765186442.034808,16.176755188409388,9.835034079944864e-11,0.7506305854690876
vehicle,0.07646580861844923,3.0929297541798166,0.02127659574468085,0.6738147443927072,0.0,72.72285864100289,0.0452609441350749,1.999066765534363,0.40705653491911936,278.44615465072445,2025.5889786487994,7.738272393698158,0.25,113.83867084854721,159.43085579722043,111.36287191706428,47.0,228.96152722136912,34.56944444444444,4.833661498170825,5.0964765381202675,4.621441494534745,21.168233333333333,198.88888888888889,117.63494877856581,111.55555555555556,78.38888888888889,0.258335021543355,18,0,0,4,0.39215686274509803,3,846,0.0,18,8,1.385647492281233,10.972553065789985,,1.5095704826426992,-0.11515779532979202,120.5,2.435826672164416,0,22.770839172096302,,-0.08559741374526961,1.0378871009079125,0.024529774191604656,114.9032152230971,2025.5889786487985,12.629753297704626,2.0563294113075271e-07,0.08339995989730416
wine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.02730510471260536,3.5716872004859668,0.0055,0.531744248429783,0.0,15.592260511610919,0.006213395853150324,1.0,0.24196285873874304,16.10548723413171,298.4175229933766,19.516192994186905,0.5,13.310710280020844,10.080885280872177,10.156243658487549,181.8181818181818,67.04538296987172,9.184267272727272,4.520447698996211,11.23546405042034,0.3942177940505513,6.42134142490909,71.92765454545456,15.683432438030303,15.541627272727276,2.2287390909090905,0.051239501489755715,11,0,0,2,0.09090909090909091,1,2000,0.0,11,9,0.6931471805599453,68.70573671955127,,0.28275194573815476,-0.012419654789315813,69.69891545454546,0.3942177940505513,0,7.238465487908396,,0.01930775357399345,1.477515306141357,0.007944932212614208,15.613962201010104,298.4175229933765,9.233781732779741,1.099376012626566e-09,0.7172480542618452
steel-plates-fault,0.061360870193256714,2.688060623033002,0.017001545595054096,0.9999999999999997,0.0,16.69620304305868,0.017399643891833502,0.9311123348674443,0.21575965199326652,5996916324.814467,198811235865.58148,18.077987518468444,0.5,,497143.84706389136,,58.81818181818182,2490595.4080296564,106068.81368484849,3.5676676488102497,91.31013700384342,1501199875790164.2,74047.08329921636,1144061.2413727273,106447.78586589232,73644.06049393938,454.47889999999995,0.0515053090901972,33,8,0,2,0.10416666666666667,1,1941,0.0,33,21,0.6453978896979566,51.1899716847755,,0.9999999999999993,-0.007461674680848749,1143606.7624727273,1501199875790164.2,0,123291.9455607813,,0.018090291294834672,3.6402635030814503,0.13399899706888355,77825.41635994795,198811235865.5816,7.003695032782309,1.1407679541161867e-11,6.66133814775094e-16
eye_movements_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,0.03292163723441,3.198464616113045,0.01,0.16200174448129417,0.0,0.5114008822434367,0.0011947864743529475,1.0,0.12551812684697275,9847.695213279982,658439.8025605001,178.9968157908982,0.5,,116.07049916153984,,100.0,4210.848874036365,360.43453875,4.192877924553301,21.234847906438283,0.02695190627693566,253.21170468300002,2670.36504,402.90303285,355.16758999999996,4.31311,0.00558669155974365,20,0,0,2,0.05263157894736842,1,2000,0.0,20,17,0.6931471805599453,571.5149817040926,,0.026244565214982526,0.00021758259102925873,2666.05193,0.02695190627693566,0,333.7906219728222,1.0179520631073808,-0.00029444548092367806,2.9447604560414073,0.015558391324219826,361.46016674583336,658439.8025605001,52.82077707189911,2.3043788486950236e-09,0.9737554347850175
steel-plates-fault_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.08798650963069303,3.183745548386633,0.013910355486862442,0.5518410128594399,0.0,14.99145015649562,0.10279105882318268,2.4106904422724416,0.24536863607275167,9021000703.347752,242991510502.35696,5.786379412398468,0.14285714285714285,,1235066.6003517513,,71.88888888888889,2352744.344126687,129639.66117037035,5.177821339171296,109.18517338767076,5.188064369733134,90501.99069904222,1398296.8505666668,130102.82519640506,90009.40727037039,555.4742111111111,0.416614651487778,27,2,0,7,0.1396011396011396,6,1941,0.0,27,15,1.6709632832639503,6.641943309043785,,2.051135141934297,-0.015251797991009853,1397741.3763555556,3.206143951619878,0,150690.09152629809,,-0.3270252544235908,3.7354669165996084,0.05272271463058277,95119.95278837068,242991510502.3571,10.596374847243307,3.609153673886123e-11,0.04904678690183771
FOREX_cadjpy-day-High,0.42676233203088415,3.5849544537233644,0.0059978189749182115,0.4837854604612923,0.0,9.800111813320424,0.0005897978842931522,0.9999922794337126,0.6374733704517043,93028486.60769035,943270058.6293288,212.77703062708872,0.5,64.0955251596748,14856.705744030343,63.90435999401885,166.72727272727272,93136.23075973502,10364.533875000003,4.580247014035672,1.757247295624805,0.30556547322659056,7691.946391767273,130443.41398181817,26804.75285611183,24967.660822727274,54.40072727272727,0.00469971912140409,11,0,0,2,0.5272727272727272,1,1834,0.0,11,2,0.6931418290711908,761.8018528588836,,0.2340483717537446,-0.0027673960175686927,130389.01325454544,0.30556547322659056,0,13147.020778553793,,0.005169636551770868,0.6220847161109563,1.708125040071275e-05,24854.115951484906,943270058.6293283,8.389226804817357,9.819957958776903e-11,0.7659516282462554
wine-quality-white_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,0.019439734755302675,3.5685970000493494,0.0055,0.2128463378159007,0.0,25.090393292531402,0.010988503059136479,1.8607584311562193,0.18089785479792714,11.831242075482557,205.90892251370272,21.279128276125384,0.14285714285714285,17.175086684541316,13.937664271544264,15.79616970792069,181.8181818181818,80.235025159244,8.74669659090909,5.341910193458497,7.4588649104961995,0.5798552091293119,6.412139870181817,71.96808636363636,18.473794704,17.80379818181818,3.8682845454545456,0.08744523774707166,11,0,0,7,0.07272727272727272,6,2000,0.0,11,9,1.2897794602590804,39.809506520769375,,0.44155652570281795,-0.030461885710129647,68.09980181818183,0.4321685932020903,2,6.310554875822186,,-0.28624979584375915,1.3136028382695757,0.008988564848374405,18.00612360818182,205.9089225137027,16.3786929265998,1.8611143423962005e-09,0.6048049861669837
credit_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.024789051645695434,2.4232538530709906,0.005,0.3134408025972868,0.0,20.59055177337101,0.031324393902010646,1.0,0.1361472239750494,3185.850536832635,2164020.2720588297,16.24798561117006,0.5,4.729718311914422,939.4246066136996,4.519665777043359,200.0,4365.65009452557,428.22444676490005,3.36170776213203,354.9064989034513,0.10894882937129621,302.1661237626223,7119.9,593.1753456431663,488.12551120014996,2.1,0.061546090938960865,10,0,0,2,0.08888888888888889,1,2000,0.0,10,10,0.6931471805599453,38.37299373690986,,0.0982451367328313,-0.007714780138252922,7117.8,0.10894882937129621,0,504.58549697144025,,0.016562432899089884,12.364108317578381,0.050928024402744465,503.71086509887016,2164020.2720588306,6.433879659145131,3.1316388995668635e-12,0.9017548632671687
FOREX_eursgd-day-Close,0.4754767599047725,3.5849525195879828,0.0054585152838427945,0.07624948545234335,0.0,0.6292815022710346,0.000804928119248039,0.9999449776555751,0.7660729213267364,40722053.71426666,367181609.952864,156.18133100439164,0.5,1.2738908132035152,2246.418868952205,1.2727239907418382,183.2,67398.73605094511,10916.874250249999,4.578495035622665,-0.35322395698589254,0.005847984118027241,7735.319702598601,58977.517011,19222.79834145033,17759.517511000002,1.1552870000000002,0.006402461620892819,10,0,0,2,0.6444444444444445,1,1832,0.0,10,2,0.6931090419770394,558.933464948762,,0.00581398403174712,-0.0001476221658203507,58976.361724,0.005847984118027241,0,8569.545396818405,,0.0010033440572352957,0.4013865284249147,2.0297011536095273e-05,18213.059603922728,367181609.95286405,42.446671187821096,1.8125687727256098e-14,0.9941860159682528
hazelnut-spread-contaminant-detection,0.050600678353256934,3.7003754971963736,0.0125,0.7485476466334844,0.0,186.2028890559007,0.013059968604105441,1.0,0.3706087979998049,2.1143487292913156e-07,6.189512179147564e-07,7.927818987414121,0.5,,0.002312907374106718,,80.0,0.005814473456739586,0.0008318083333333332,4.574237400250977,0.49697425166621656,1.2743998833588404,0.00061105359,0.0012684666666666667,-0.00042941025,-0.00035931666666666663,-0.0023737333333333334,0.1261380969453968,30,0,0,2,0.31264367816091954,1,2400,0.0,30,26,0.6931471805599453,28.33590712723538,,0.5603235792805278,-0.11370045016162647,0.0036422,1.2743998833588404,0,0.000688603026565915,,0.09307969058633246,-0.08407434747768203,0.000417981784312122,-0.00038869421296296294,6.189512179147562e-07,3.4125401191327307,1.61742208354081e-08,0.4396764207194722
confidence,0.4482303477455685,1.9996287453483303,0.041666666666666664,0.8567812594424643,0.0,812.9630897772614,0.6655694220894725,2.584962500721156,0.7576041410653876,157057.43364436622,380933.6879166667,1.769495724157331,0.16666666666666666,393.3319410437575,2047.7635853433694,235.68706713165292,24.0,1380.6495921041003,938.9416666666666,3.123744257048269,-1.1588845564111292,219.86730814889054,683.7257,1505.8999999999999,641.2180555555556,578.85,72.16666666666667,1.4608469890212177,3,0,0,6,1.0,3,72,0.0,3,0,1.791759469228055,0.3688146399836865,,2.2423123232461464,-0.47773569485791173,1433.7333333333333,216.03121577974383,6,506.45280974588144,,0.4133284507637593,0.3501877849243506,0.0008348599057028733,610.0363636363637,380933.68791666656,0.9536927586674454,0.00022302253539093137,0.000594561494251164
FOREX_eurrub-day-High,0.5329830531417231,3.5849556179935016,0.0054585152838427945,0.35502287793594195,0.0,0.021548196688661474,0.0007053500577623598,0.9993258798455946,0.7940887105067755,26686099.470773317,248770046.5820867,178.10603461179846,0.5,45.96255492964256,342.3661619803806,44.4739285685572,183.2,53707.30796880558,9771.761231,4.578670649885383,-0.3862008281879228,0.14421875514389598,6453.534415916702,54430.20883599999,9850.879287024563,10772.0030535,30.725612,0.005610847953713272,10,0,0,2,0.6444444444444445,1,1832,0.0,10,2,0.6926799160755606,637.9329469569693,,0.12604124385791873,0.0004191388269100215,54399.48322399999,0.14421875514389598,0,7054.756054414838,,-6.129106486989101e-05,0.14580223009866236,1.0539727927232106e-05,9605.715949684545,248770046.5820865,226.84924282468668,0.0,0.8739587561420813
